Date,year,hierarchy_bracket,percentile_proxy,average_net_worth,aggregate_share_pct,Household count,mapping_note
2005:Q1,2005.0,Puppet / managerial classes,90th-99.9th,2652389.53,53.47,11183006,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q2,2005.25,Puppet / managerial classes,90th-99.9th,2721072.01,53.64,11224546,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q3,2005.5,Puppet / managerial classes,90th-99.9th,2789368.3,53.69,11264216,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q4,2005.75,Puppet / managerial classes,90th-99.9th,2840542.23,53.64,11301839,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q1,2006.0,Puppet / managerial classes,90th-99.9th,2939650.83,54.05,11337239,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q2,2006.25,Puppet / managerial classes,90th-99.9th,2938618.36,54.05,11370241,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q3,2006.5,Puppet / managerial classes,90th-99.9th,2984726.6,54.17,11400668,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q4,2006.75,Puppet / managerial classes,90th-99.9th,3053784.35,54.37,11428344,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q1,2007.0,Puppet / managerial classes,90th-99.9th,3102662.66,54.63,11453093,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q2,2007.25,Puppet / managerial classes,90th-99.9th,3139723.53,54.87,11474739,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q3,2007.5,Puppet / managerial classes,90th-99.9th,3181341.51,55.05,11493105,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q4,2007.75,Puppet / managerial classes,90th-99.9th,3154285.29,55.27,11508161,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q1,2008.0,Puppet / managerial classes,90th-99.9th,3068919.14,55.46,11520443,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q2,2008.25,Puppet / managerial classes,90th-99.9th,3025605.96,55.63,11530637,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q3,2008.5,Puppet / managerial classes,90th-99.9th,2924683.6,55.83,11539425,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q4,2008.75,Puppet / managerial classes,90th-99.9th,2780263.35,55.87,11547491,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q1,2009.0,Puppet / managerial classes,90th-99.9th,2703959.68,56.08,11555517,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q2,2009.25,Puppet / managerial classes,90th-99.9th,2754939.82,56.5,11564188,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q3,2009.5,Puppet / managerial classes,90th-99.9th,2857701.87,56.9,11574186,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q4,2009.75,Puppet / managerial classes,90th-99.9th,2876589.77,57.14,11586195,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q1,2010.0,Puppet / managerial classes,90th-99.9th,2936213.9,57.28,11600897,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q2,2010.25,Puppet / managerial classes,90th-99.9th,2903816.56,57.41,11618975,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q3,2010.5,Puppet / managerial classes,90th-99.9th,3010007.2,57.67,11641114,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q4,2010.75,Puppet / managerial classes,90th-99.9th,3091029.44,57.82,11667786,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q1,2011.0,Puppet / managerial classes,90th-99.9th,3135650.04,57.84,11698625,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q2,2011.25,Puppet / managerial classes,90th-99.9th,3144128.97,57.78,11733054,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q3,2011.5,Puppet / managerial classes,90th-99.9th,3027229.02,57.48,11770495,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q4,2011.75,Puppet / managerial classes,90th-99.9th,3082186.64,57.49,11810375,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q1,2012.0,Puppet / managerial classes,90th-99.9th,3168208.9,57.57,11852114,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q2,2012.25,Puppet / managerial classes,90th-99.9th,3150241.89,57.4,11895138,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q3,2012.5,Puppet / managerial classes,90th-99.9th,3219026.4,57.3,11938867,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q4,2012.75,Puppet / managerial classes,90th-99.9th,3241053.85,57.14,11982729,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q1,2013.0,Puppet / managerial classes,90th-99.9th,3360001.21,57.16,12026143,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q2,2013.25,Puppet / managerial classes,90th-99.9th,3389404.84,57.01,12068535,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q3,2013.5,Puppet / managerial classes,90th-99.9th,3477796.41,56.84,12109327,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2013:Q4,2013.75,Puppet / managerial classes,90th-99.9th,3573330.5,56.98,12148063,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q1,2014.0,Puppet / managerial classes,90th-99.9th,3650052.15,57.11,12184764,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q2,2014.25,Puppet / managerial classes,90th-99.9th,3741012.96,57.19,12219573,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q3,2014.5,Puppet / managerial classes,90th-99.9th,3760192.28,57.21,12252629,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2014:Q4,2014.75,Puppet / managerial classes,90th-99.9th,3826208.65,57.35,12284075,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q1,2015.0,Puppet / managerial classes,90th-99.9th,3890199.11,57.39,12314053,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q2,2015.25,Puppet / managerial classes,90th-99.9th,3921670.8,57.46,12342703,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q3,2015.5,Puppet / managerial classes,90th-99.9th,3865148.63,57.41,12370167,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2015:Q4,2015.75,Puppet / managerial classes,90th-99.9th,3923849.28,57.38,12396587,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q1,2016.0,Puppet / managerial classes,90th-99.9th,3970952.26,57.43,12422104,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q2,2016.25,Puppet / managerial classes,90th-99.9th,4041030.19,57.51,12446859,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q3,2016.5,Puppet / managerial classes,90th-99.9th,4097571.53,57.41,12470994,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2016:Q4,2016.75,Puppet / managerial classes,90th-99.9th,4117786.51,57.42,12494631,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q1,2017.0,Puppet / managerial classes,90th-99.9th,4219894.54,57.46,12517819,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q2,2017.25,Puppet / managerial classes,90th-99.9th,4303884.53,57.52,12540589,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q3,2017.5,Puppet / managerial classes,90th-99.9th,4373355.93,57.56,12562969,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2017:Q4,2017.75,Puppet / managerial classes,90th-99.9th,4482619.57,57.63,12584989,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q1,2018.0,Puppet / managerial classes,90th-99.9th,4517604.95,57.57,12606680,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q2,2018.25,Puppet / managerial classes,90th-99.9th,4572188.34,57.64,12628071,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q3,2018.5,Puppet / managerial classes,90th-99.9th,4664859.73,57.74,12649193,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2018:Q4,2018.75,Puppet / managerial classes,90th-99.9th,4460725.21,57.76,12670075,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q1,2019.0,Puppet / managerial classes,90th-99.9th,4713804.06,58.03,12690746,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q2,2019.25,Puppet / managerial classes,90th-99.9th,4823913.82,57.98,12711236,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q3,2019.5,Puppet / managerial classes,90th-99.9th,4834279.37,57.98,12731577,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2019:Q4,2019.75,Puppet / managerial classes,90th-99.9th,4929851.95,57.69,12751801,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q1,2020.0,Puppet / managerial classes,90th-99.9th,4582178.8,56.82,12771956,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q2,2020.25,Puppet / managerial classes,90th-99.9th,4879316.79,56.49,12792094,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q3,2020.5,Puppet / managerial classes,90th-99.9th,5038865.87,56.08,12812268,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2020:Q4,2020.75,Puppet / managerial classes,90th-99.9th,5356684.74,55.82,12832531,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q1,2021.0,Puppet / managerial classes,90th-99.9th,5545386.96,55.38,12852933,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q2,2021.25,Puppet / managerial classes,90th-99.9th,5812185.28,55.02,12873528,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q3,2021.5,Puppet / managerial classes,90th-99.9th,5900716.34,54.63,12894367,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2021:Q4,2021.75,Puppet / managerial classes,90th-99.9th,6032173.12,54.39,12915502,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q1,2022.0,Puppet / managerial classes,90th-99.9th,5976636.45,53.73,12936987,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q2,2022.25,Puppet / managerial classes,90th-99.9th,5635437.51,52.89,12958873,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q3,2022.5,Puppet / managerial classes,90th-99.9th,5461732.93,52.73,12981212,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2022:Q4,2022.75,Puppet / managerial classes,90th-99.9th,5518893.49,53.0,13011516,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q1,2023.0,Puppet / managerial classes,90th-99.9th,5658491.49,53.14,13054430,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q2,2023.25,Puppet / managerial classes,90th-99.9th,5868580.17,53.02,13067138,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q3,2023.5,Puppet / managerial classes,90th-99.9th,5815904.93,52.94,13060980,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2023:Q4,2023.75,Puppet / managerial classes,90th-99.9th,6018625.8,53.22,13067628,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q1,2024.0,Puppet / managerial classes,90th-99.9th,6232991.02,53.28,13110737,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q2,2024.25,Puppet / managerial classes,90th-99.9th,6325396.91,53.17,13138207,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q3,2024.5,Puppet / managerial classes,90th-99.9th,6511157.7,53.41,13157464,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2024:Q4,2024.75,Puppet / managerial classes,90th-99.9th,6531971.07,53.43,13176038,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q1,2025.0,Puppet / managerial classes,90th-99.9th,6438243.97,53.29,13269100,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q2,2025.25,Puppet / managerial classes,90th-99.9th,6686520.54,53.41,13353953,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q3,2025.5,Puppet / managerial classes,90th-99.9th,6941142.24,53.7,13394716,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2025:Q4,2025.75,Puppet / managerial classes,90th-99.9th,7040721.62,53.76,13382204,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1989:Q3,1989.5,True Elite,Top 0.1%,16917960.02,8.6,103864,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1989:Q4,1989.75,True Elite,Top 0.1%,17654094.48,8.71,102687,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q1,1990.0,True Elite,Top 0.1%,17678633.29,8.61,101616,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q2,1990.25,True Elite,Top 0.1%,18282337.63,8.7,100649,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q3,1990.5,True Elite,Top 0.1%,17819715.18,8.46,99781,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1990:Q4,1990.75,True Elite,Top 0.1%,18863345.76,8.7,99009,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q1,1991.0,True Elite,Top 0.1%,19877636.53,8.91,98330,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q2,1991.25,True Elite,Top 0.1%,19928914.9,8.84,97742,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q3,1991.5,True Elite,Top 0.1%,20343469.77,8.85,97240,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1991:Q4,1991.75,True Elite,Top 0.1%,21591927.37,9.11,96821,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q1,1992.0,True Elite,Top 0.1%,21450602.18,9.01,96482,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q2,1992.25,True Elite,Top 0.1%,21369752.96,8.91,96221,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q3,1992.5,True Elite,Top 0.1%,21675965.55,8.87,96033,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1992:Q4,1992.75,True Elite,Top 0.1%,23062638.79,9.19,95915,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q1,1993.0,True Elite,Top 0.1%,24188728.25,9.51,95868,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q2,1993.25,True Elite,Top 0.1%,24734025.8,9.61,95889,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q3,1993.5,True Elite,Top 0.1%,25568740.43,9.78,95977,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1993:Q4,1993.75,True Elite,Top 0.1%,26688774.93,10.05,96133,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q1,1994.0,True Elite,Top 0.1%,27141893.43,10.2,96354,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q2,1994.25,True Elite,Top 0.1%,27646350.93,10.34,96641,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q3,1994.5,True Elite,Top 0.1%,28297024.5,10.48,96992,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1994:Q4,1994.75,True Elite,Top 0.1%,29138645.07,10.75,97407,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q1,1995.0,True Elite,Top 0.1%,30070910.47,10.93,97884,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q2,1995.25,True Elite,Top 0.1%,31000599.45,11.1,98423,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q3,1995.5,True Elite,Top 0.1%,32223402.64,11.44,99023,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1995:Q4,1995.75,True Elite,Top 0.1%,33070685.49,11.54,99681,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q1,1996.0,True Elite,Top 0.1%,33179556.91,11.45,100386,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q2,1996.25,True Elite,Top 0.1%,33358754.02,11.42,101125,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q3,1996.5,True Elite,Top 0.1%,33033007.48,11.29,101886,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1996:Q4,1996.75,True Elite,Top 0.1%,33815665.91,11.39,102656,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q1,1997.0,True Elite,Top 0.1%,33290366.56,11.21,103421,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q2,1997.25,True Elite,Top 0.1%,35000537.58,11.38,104170,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q3,1997.5,True Elite,Top 0.1%,35998207.65,11.44,104890,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1997:Q4,1997.75,True Elite,Top 0.1%,36593490.39,11.52,105567,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q1,1998.0,True Elite,Top 0.1%,38676510.75,11.69,106189,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q2,1998.25,True Elite,Top 0.1%,39203872.85,11.68,106743,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q3,1998.5,True Elite,Top 0.1%,36918640.87,11.25,107216,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1998:Q4,1998.75,True Elite,Top 0.1%,39783696.87,11.5,107599,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q1,1999.0,True Elite,Top 0.1%,39071093.61,11.23,107900,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q2,1999.25,True Elite,Top 0.1%,40206778.88,11.26,108130,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q3,1999.5,True Elite,Top 0.1%,39176131.12,11.02,108300,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
1999:Q4,1999.75,True Elite,Top 0.1%,42885373.82,11.35,108422,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q1,2000.0,True Elite,Top 0.1%,43333714.26,11.18,108506,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q2,2000.25,True Elite,Top 0.1%,42101756.58,10.87,108563,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q3,2000.5,True Elite,Top 0.1%,42062887.87,10.72,108606,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2000:Q4,2000.75,True Elite,Top 0.1%,40075752.0,10.36,108644,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q1,2001.0,True Elite,Top 0.1%,38198802.11,9.91,108691,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q2,2001.25,True Elite,Top 0.1%,39448356.4,9.95,108755,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q3,2001.5,True Elite,Top 0.1%,37018925.13,9.57,108850,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2001:Q4,2001.75,True Elite,Top 0.1%,38691639.98,9.66,108983,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q1,2002.0,True Elite,Top 0.1%,38796782.53,9.57,109154,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q2,2002.25,True Elite,Top 0.1%,37513647.71,9.39,109359,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q3,2002.5,True Elite,Top 0.1%,35028897.3,9.01,109595,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2002:Q4,2002.75,True Elite,Top 0.1%,35486992.3,8.97,109858,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q1,2003.0,True Elite,Top 0.1%,35026319.61,8.84,110146,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q2,2003.25,True Elite,Top 0.1%,37710476.76,9.16,110454,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q3,2003.5,True Elite,Top 0.1%,38601576.11,9.23,110779,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2003:Q4,2003.75,True Elite,Top 0.1%,41000548.96,9.46,111119,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q1,2004.0,True Elite,Top 0.1%,44851770.45,9.89,111469,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q2,2004.25,True Elite,Top 0.1%,45271439.56,9.86,111826,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q3,2004.5,True Elite,Top 0.1%,46670894.76,9.98,112186,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2004:Q4,2004.75,True Elite,Top 0.1%,49588975.37,10.22,112548,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q1,2005.0,True Elite,Top 0.1%,50090507.32,10.19,112908,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q2,2005.25,True Elite,Top 0.1%,52214850.13,10.39,113265,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q3,2005.5,True Elite,Top 0.1%,54079891.21,10.5,113617,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2005:Q4,2005.75,True Elite,Top 0.1%,55386569.44,10.55,113964,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q1,2006.0,True Elite,Top 0.1%,59268945.43,10.99,114302,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q2,2006.25,True Elite,Top 0.1%,59114411.59,10.96,114630,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q3,2006.5,True Elite,Top 0.1%,60641330.35,11.1,114947,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2006:Q4,2006.75,True Elite,Top 0.1%,63012424.95,11.31,115252,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q1,2007.0,True Elite,Top 0.1%,65070719.48,11.56,115541,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q2,2007.25,True Elite,Top 0.1%,66420161.46,11.72,115815,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q3,2007.5,True Elite,Top 0.1%,68193478.07,11.92,116070,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2007:Q4,2007.75,True Elite,Top 0.1%,66691153.58,11.81,116307,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q1,2008.0,True Elite,Top 0.1%,63428681.76,11.59,116527,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q2,2008.25,True Elite,Top 0.1%,61488777.91,11.44,116734,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q3,2008.5,True Elite,Top 0.1%,57658955.63,11.15,116932,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2008:Q4,2008.75,True Elite,Top 0.1%,52077696.1,10.61,117123,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q1,2009.0,True Elite,Top 0.1%,49011431.15,10.32,117311,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q2,2009.25,True Elite,Top 0.1%,49305840.9,10.27,117499,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q3,2009.5,True Elite,Top 0.1%,52279564.96,10.58,117690,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2009:Q4,2009.75,True Elite,Top 0.1%,51990728.49,10.51,117888,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q1,2010.0,True Elite,Top 0.1%,53489931.92,10.62,118096,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q2,2010.25,True Elite,Top 0.1%,52356702.76,10.54,118317,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q3,2010.5,True Elite,Top 0.1%,55236820.35,10.78,118554,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2010:Q4,2010.75,True Elite,Top 0.1%,57943245.52,11.04,118810,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q1,2011.0,True Elite,Top 0.1%,59919569.38,11.25,119084,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q2,2011.25,True Elite,Top 0.1%,60601956.88,11.33,119374,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q3,2011.5,True Elite,Top 0.1%,57372912.09,11.08,119677,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2011:Q4,2011.75,True Elite,Top 0.1%,59472935.47,11.27,119991,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q1,2012.0,True Elite,Top 0.1%,62581540.12,11.54,120315,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q2,2012.25,True Elite,Top 0.1%,62631840.26,11.57,120646,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q3,2012.5,True Elite,Top 0.1%,65337860.18,11.79,120982,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
2012:Q4,2012.75,True Elite,Top 0.1%,66244483.64,11.82,121321,Percentile groups are wealth-distribution proxies for structural roles; they are not identity-equivalent categories.
